Series Name,Series Code,Country Name,Country Code,2000,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Control of Corruption: Estimate,CC.EST,"Micronesia, Fed. Sts.",FSM,-0.2188624,-0.3131559,-0.1349802,-0.1497652,-0.344562,-0.1480404,-0.2045657,0.7684758,0.6804406,0.6545538,0.7494102
Control of Corruption: Estimate,CC.EST,Moldova,MDA,-0.656654,-0.631423,-0.6991606,-0.6731094,-0.6202185,-0.613747,-0.7546401,-0.8506176,-0.9112344,-0.9516976,-0.7981909
Control of Corruption: Estimate,CC.EST,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..
Control of Corruption: Estimate,CC.EST,Mongolia,MNG,-0.309789,-0.661201,-0.75866,-0.7351942,-0.6920975,-0.5350751,-0.479228,-0.4737923,-0.491614,-0.4872208,-0.4513333
Control of Corruption: Estimate,CC.EST,Montenegro,MNE,-0.1715477,-0.2145137,-0.1960413,-0.2293579,-0.1982283,-0.1115054,-0.2512437,-0.0591936,-0.1318042,-0.0992467,-0.0874072
Control of Corruption: Estimate,CC.EST,Morocco,MAR,-0.1097311,-0.3824355,-0.3256046,-0.2049095,-0.4008193,-0.4367572,-0.3711136,-0.2656817,-0.2203328,-0.1297402,-0.1324078
Control of Corruption: Estimate,CC.EST,Mozambique,MOZ,-0.4310654,-0.4920207,-0.4373404,-0.4467431,-0.4910766,-0.568353,-0.6035165,-0.6722683,-0.7488433,-0.8750167,-0.8557664
Control of Corruption: Estimate,CC.EST,Myanmar,MMR,-1.387619,-1.616428,-1.660424,-1.672876,-1.586771,-1.063331,-1.000095,-0.882174,-0.8361683,-0.621154,-0.5648692
Control of Corruption: Estimate,CC.EST,Namibia,NAM,0.5772908,0.6075082,0.2950111,0.3374954,0.3063289,0.3410326,0.3264904,0.2885298,0.3157991,0.3296912,0.3247772
Control of Corruption: Estimate,CC.EST,Nauru,NRU,..,-0.3233833,-0.3968646,0.0135115,-0.0404351,-0.017471,-0.6432885,-0.4725616,-0.5246778,-0.428163,-0.4726073
Control of Corruption: Estimate,CC.EST,Nepal,NPL,-0.666684,-0.8086575,-0.7025764,-0.6924811,-0.7789357,-0.8130072,-0.686955,-0.5882424,-0.5780348,-0.7999223,-0.7491414
Control of Corruption: Estimate,CC.EST,Netherlands,NLD,2.206632,2.118235,2.134323,2.143759,2.120604,2.117599,2.046002,1.990494,1.884275,1.913044,1.867232
Control of Corruption: Estimate,CC.EST,Netherlands Antilles,ANT,..,1.288655,0.8390332,0.8205228,0.7985082,0.7875279,0.7853686,..,..,..,..
Control of Corruption: Estimate,CC.EST,New Zealand,NZL,2.251775,2.313838,2.391192,2.337902,2.297513,2.31635,2.341757,2.253289,2.275603,2.283867,2.241001
Control of Corruption: Estimate,CC.EST,Nicaragua,NIC,-1.009483,-0.7624058,-0.7249714,-0.7528315,-0.7265897,-0.7745718,-0.7359387,-0.8853124,-0.8882698,-0.871465,-0.8717744
